model,task_dir,attempts,llm_calls,accepted_repairs,input_tokens_in_log,output_tokens_in_log,top_action,top_action_count,top_error,top_error_count
claude-s4,o-MA__bin_sizes__result_idx_in_range_has_bin_size-20251203-173319,3,3,2,14085,2468,postcondition_repair,1,PostCondFail,1
gpt5,o-ST__append_L_tentatively_append-20251129-231152,3,3,2,14069,21061,postcondition_repair,1,PostCondFail,1
gpt5,o-ST__pmemutil_check_crc-20251129-094241,3,3,2,14063,7469,postcondition_repair,1,PostCondFail,1
claude,o-IR__host_impl_v__make_send_only_event_results-20251201-050350,3,3,2,14057,2557,postcondition_repair,1,PostCondFail,1
claude-s4,o-NR__spec_t__mmu__rl2__lemma_core_mem_pm14-20251204-035304,3,3,2,14038,1806,postcondition_repair,1,PostCondFail,1
claude-s4,o-NR__spec_t__mmu__defs__x86_arch_spec_upper_bound-20251204-031635,3,3,2,13970,2409,postcondition_repair,1,PostCondFail,1
claude,o-AL__leads_to_exists_intro-20251201-092607,3,3,2,13942,3528,postcondition_repair,1,PostCondFail,1
o4mini,o-NR__impl_u__l1__impl2__lemma_entries_interp_equal_implies_interp_equal-20251127-144638,3,3,2,13907,4640,postcondition_repair,1,PostCondFail,1
claude,o-AL__use_tla_forall-20251130-204407,3,3,2,13903,3035,postcondition_repair,1,PostCondFail,1
gpt5,o-IR__delegation_map_v__impl4__new-20251126-091733,3,3,2,13877,12555,postcondition_repair,1,PostCondFail,1
claude,o-ST__subregion_persistentmemorysubregion_new-20251202-122638,3,3,2,13834,1866,postcondition_repair,1,PostCondFail,1
gpt5,o-NR__impl_u__l1__impl2__lemma_interp_of_entry_insert_implies_interp_insert-20251127-141429,3,3,2,13831,7000,postcondition_repair,1,PostCondFail,1
gpt5,o-MA__bin_sizes__result_idx_out_of_range_has_different_bin_size-20251127-163448,3,3,2,13813,11145,postcondition_repair,1,PostCondFail,1
o4mini,o-MA__bin_sizes__pfd_lower_le_upper-20251127-153748,3,3,2,13743,5716,postcondition_repair,1,PostCondFail,1
o4mini,o-NR__impl_u__l1__impl2__lemma_interp_entries_insert_implies_interp_insert-20251127-154747,3,3,2,13720,6393,postcondition_repair,1,PostCondFail,1
claude-s4,o-NO__spec__unbounded_log_refines_simplelog__state_at_version_refines-20251203-144746,3,3,2,13715,2527,postcondition_repair,1,PostCondFail,1
claude-s4,o-NR__definitions_u__impl3__lemma_entry_sizes_aligned_auto-20251203-145853,3,3,2,13685,1916,postcondition_repair,1,PostCondFail,1
o4mini,o-MA__bin_sizes__size_gt_8_implies_idx_gt_1-20251127-181726,3,3,2,13683,7019,postcondition_repair,1,PostCondFail,1
gpt5,o-NR__impl_u__l1__impl2__lemma_entries_interp_equal_implies_interp_equal-20251127-113846,3,3,2,13643,5287,postcondition_repair,1,PostCondFail,1
claude-s4,o-MA__bin_sizes__result_sbin_idx_smallest_sbin_fitting_size-20251203-173525,3,3,2,13638,2410,postcondition_repair,1,PostCondFail,1
claude-s4,o-MA__layout__block_size_ge_word-20251203-130811,3,3,2,13622,1803,postcondition_repair,1,PostCondFail,1
gpt5,o-NR__impl_u__l1__impl2__lemma_interp_entries_insert_implies_interp_insert-20251127-124941,3,3,2,13598,10410,postcondition_repair,1,PostCondFail,1
gpt5,o-ST__subregion_read_absolute_unaligned2-20251129-124245,3,3,2,13585,14855,precondition_repair,1,PreCondFail,1
claude-s4,o-AL__leads_to_rank_step_one_help-20251203-122721,3,3,2,13452,2524,postcondition_repair,1,PostCondFail,1
gpt5,o-MA__bin_sizes__size_le_8_implies_idx_eq_1-20251127-170743,3,3,2,13408,22217,postcondition_repair,1,PostCondFail,1
gpt5,o-MA__bin_sizes__size_gt_8_implies_idx_gt_1-20251127-170452,3,3,2,13396,7707,postcondition_repair,1,PostCondFail,1
claude-s4,o-AL__leads_to_exists_intro-20251203-122219,3,3,2,13351,2330,postcondition_repair,1,PostCondFail,1
claude,o-AL__tla_forall_always_implies_equality2-20251130-185734,3,3,2,13331,3160,postcondition_repair,1,PostCondFail,1
claude-s4,o-MA__bin_sizes__result_sbin-20251203-173428,3,3,2,13324,2143,postcondition_repair,1,PostCondFail,1
o4mini,o-NR__impl_u__l1__impl2__lemma_empty_implies_interp_empty-20251127-144450,3,3,2,13294,3666,postcondition_repair,1,PostCondFail,1
claude-s4,o-AL__not_eventually_by_always_not-20251202-184940,3,3,2,13270,2339,postcondition_repair,1,PostCondFail,1
claude,o-AL__leads_to_weaken-20251130-170021,3,3,2,13227,3337,postcondition_repair,1,PostCondFail,1
claude,o-AL__init_invariant-20251201-090045,3,3,2,13131,2576,postcondition_repair,1,PostCondFail,1
claude-s4,o-AL__leads_to_rank_step_one_usize_help-20251203-122759,3,3,2,13038,2412,postcondition_repair,1,PostCondFail,1
gpt5,o-NR__spec_t__mmu__rl2__lemma_iter_walk_result_vbase_equal-20251128-145256,3,3,2,13007,3950,postcondition_repair,1,PostCondFail,1
gpt5,o-NR__impl_u__l1__impl2__lemma_empty_implies_interp_empty-20251127-113116,3,3,2,12932,4492,postcondition_repair,1,PostCondFail,1
claude-s4,o-AL__tla_forall_always_implies_equality2-20251202-232637,4,3,2,12875,2416,postcondition_repair,2,PostCondFail,2
o4mini,o-MA__layout__is_block_ptr_mult4-20251127-034507,3,3,2,12805,5168,postcondition_repair,1,PostCondFail,1
claude-s4,o-VE__properties__SecureSpecBombinator__corollary_serialize_injective-20251204-105530,3,3,2,12752,2385,postcondition_repair,1,PostCondFail,1
claude,o-VE__regular__repetition__impl1__lemma_spec_parse_err_unrecoverable-20251202-134356,3,3,2,12707,2720,postcondition_repair,1,PostCondFail,1
claude,o-AL__leads_to_rank_step_one_help-20251201-093129,3,3,2,12698,2728,postcondition_repair,1,PostCondFail,1
claude,o-AL__init_invariant_rec-20251201-090129,3,3,2,12684,2557,postcondition_repair,1,PostCondFail,1
claude,o-AL__always_implies_forall_intro-20251201-075624,3,3,2,12678,2847,postcondition_repair,1,PostCondFail,1
o4mini,o-IR__delegation_map_v__impl4__all_keys_agree-20251126-105858,3,3,2,12566,5515,postcondition_repair,1,PostCondFail,1
gpt5,o-MA__layout__is_block_ptr_mult4-20251127-012021,3,3,2,12527,8642,postcondition_repair,1,PostCondFail,1
claude,o-MA__commit_mask__impl__create_intersect-20251201-135629,3,3,2,12524,2944,postcondition_repair,1,PostCondFail,1
claude,o-AL__always_tla_forall_apply-20251201-081938,3,3,2,12404,2907,postcondition_repair,1,PostCondFail,1
claude-s4,o-NO__spec__utils__seq_to_set_equal_rec-20251203-145005,3,3,2,12376,1541,postcondition_repair,1,PostCondFail,1
claude-s4,o-VE__properties__SecureSpecBombinator__corollary_parse_surjective-20251204-105455,3,3,2,12328,2419,postcondition_repair,1,PostCondFail,1
claude-s4,o-MA__commit_mask__impl__create_intersect-20251203-182240,3,3,2,12270,1730,postcondition_repair,1,PostCondFail,1
claude-s4,o-AL__spec_entails_always_tla_forall-20251202-205059,3,3,2,12240,2223,postcondition_repair,1,PostCondFail,1
o4mini,o-NO__spec__unbounded_log__LogRangeMatchesQueue_update_change_2-20251127-095545,3,3,2,12214,13520,postcondition_repair,1,PostCondFail,1
claude-s4,o-MA__bin_sizes__result_sbin_bounds-20251203-173458,3,3,2,12198,2016,postcondition_repair,1,PostCondFail,1
claude,o-AL__always_lift_action_unfold-20251201-080357,3,3,2,12170,2980,postcondition_repair,1,PostCondFail,1
claude,o-NR__spec_t__hlproof__insert_non_map_preserves_unique-20251201-232808,3,3,2,12170,2808,postcondition_repair,1,PostCondFail,1
gpt5,o-NO__spec__unbounded_log__concat_LogRangeNoNodeId_LogRangeMatchesQueue-20251127-071009,3,3,2,12098,10802,postcondition_repair,1,PostCondFail,1
claude-s4,o-NO__spec__unbounded_log__compute_nrstate_at_version_preserves-20251203-144210,3,3,2,12077,1974,postcondition_repair,1,PostCondFail,1
claude-s4,o-ST__pmemutil_L_auto_if_no_outstanding_writes_then_flush_is_idempotent-20251204-182620,3,3,2,11970,1770,postcondition_repair,1,PostCondFail,1
claude,o-VE__properties__SecureSpecBombinator__lemma_serialize_productive-20251202-125001,3,3,2,11929,2376,postcondition_repair,1,PostCondFail,1
claude-s4,o-MA__commit_mask__impl__empty-20251203-182308,3,3,2,11875,1641,postcondition_repair,1,PostCondFail,1
gpt5,o-MA__layout__block_size_ge_word-20251126-234348,3,3,2,11845,4841,postcondition_repair,1,PostCondFail,1
claude,o-NO__exec__utils__rids_match_pop-20251201-120231,3,3,2,11836,4072,postcondition_repair,1,PostCondFail,1
claude-s4,o-VE__regular__repetition__impl1__lemma_spec_parse_err_unrecoverable-20251204-113405,3,3,2,11798,2287,postcondition_repair,1,PostCondFail,1
gpt5,o-VE__properties__SecureSpecBombinator__corollary_serialize_injective-20251129-144720,3,3,2,11784,10955,postcondition_repair,1,PostCondFail,1
gpt5,o-NO__spec__unbounded_log__LogRangeMatchesQueue_update_change-20251127-063238,3,3,2,11778,12431,postcondition_repair,1,PostCondFail,1
claude,o-AL__leads_to_by_borrowing_inv-20251201-092522,3,3,2,11765,2537,postcondition_repair,1,PostCondFail,1
claude-s4,o-VE__properties__SecureSpecBombinator__corollary_serialize_injective_contraposition-20251204-105604,3,3,2,11730,2232,postcondition_repair,1,PostCondFail,1
claude,o-ST__pmemutil_L_auto_if_no_outstanding_writes_then_flush_is_idempotent-20251202-192626,3,3,2,11716,1953,postcondition_repair,1,PostCondFail,1
gpt5,o-IR__delegation_map_v__impl4__all_keys_agree-20251126-083405,3,3,2,11692,8342,postcondition_repair,1,PostCondFail,1
claude-s4,o-NR__impl_u__indexing__lemma_entry_base_from_index_support-20251203-160421,3,3,2,11688,2021,postcondition_repair,1,PostCondFail,1
claude,o-NO__exec__utils__rids_match_add_rid-20251201-120137,3,3,2,11678,3206,postcondition_repair,1,PostCondFail,1
claude-s4,o-NR__spec_t__mmu__pt_mem__impl0__lemma_write_seq_idle-20251204-033436,3,3,2,11668,2067,postcondition_repair,1,PostCondFail,1
claude,o-AL__simplify_predicate-20251130-174900,3,3,2,11655,2662,postcondition_repair,1,PostCondFail,1
claude-s4,o-AL__entails_implies_leads_to-20251203-114628,3,3,2,11640,2302,postcondition_repair,1,PostCondFail,1
claude-s4,o-NO__exec__utils__rids_match_add_none-20251203-141826,3,3,2,11637,3012,postcondition_repair,1,PostCondFail,1
claude-s4,o-NO__exec__utils__rids_match_add_rid-20251203-141909,3,3,2,11633,3154,postcondition_repair,1,PostCondFail,1
claude,o-NO__spec__unbounded_log__compute_nrstate_at_version_preserves-20251201-123437,3,3,2,11591,2591,postcondition_repair,1,PostCondFail,1
claude,o-AL__always_weaken-20251201-082240,3,3,2,11560,2400,postcondition_repair,1,PostCondFail,1
claude-s4,o-AL__seq_unequal_preserved_by_add-20251202-204523,3,3,2,11538,1972,postcondition_repair,1,PostCondFail,1
o4mini,o-AL__len_is_zero_means_count_for_each_value_is_zero-20251125-184424,3,3,2,11505,5954,postcondition_repair,1,PostCondFail,1
claude-s4,o-NR__extra__aligned_transitive_auto-20251203-150155,3,3,2,11472,1675,postcondition_repair,1,PostCondFail,1
gpt5,o-ST__subregion_write_absolute3-20251129-135750,3,3,2,11462,15245,precondition_repair,1,PreCondFail,1
gpt5,o-NO__spec__utils__seq_to_set_equal_rec-20251127-074712,3,3,2,11452,5285,postcondition_repair,1,PostCondFail,1
gpt5,o-NR__spec_t__mmu__rl2__lemma_core_mem_pm14-20251128-132945,3,3,2,11439,5222,postcondition_repair,1,PostCondFail,1
claude,o-IR__marshal_v__impl0__lemma_serialize_injective-20251201-062610,3,3,2,11403,2367,postcondition_repair,1,PostCondFail,1
claude-s4,o-AL__seq_equal_preserved_by_add-20251202-195127,3,3,2,11390,1786,postcondition_repair,1,PostCondFail,1
claude,o-AL__leads_to_shortcut_temp-20251130-163715,3,3,2,11378,2955,postcondition_repair,1,PostCondFail,1
o4mini,o-NO__spec__unbounded_log__concat_LogRangeNoNodeId_LogRangeMatchesQueue-20251127-103328,3,3,2,11377,7706,postcondition_repair,1,PostCondFail,1
gpt5,o-IR__delegation_map_v__impl3__keys_in_index_range_agree-20251126-064320,3,3,2,11146,16738,postcondition_repair,1,PostCondFail,1
claude,o-NO__exec__utils__rids_match_add_none-20251201-120044,3,3,2,11129,3231,postcondition_repair,1,PostCondFail,1
claude-s4,o-AL__execution_equality-20251203-114837,3,3,2,11124,1527,postcondition_repair,1,PostCondFail,1
o4mini,o-NO__spec__unbounded_log__LogRangeNoNodeId_append_other-20251127-095738,3,3,2,11111,9188,postcondition_repair,1,PostCondFail,1
claude,o-MA__bin_sizes__pow2_subtracts-20251201-125947,3,3,2,11105,2395,postcondition_repair,1,PostCondFail,1
claude-s4,o-IR__verus_extra__map_fold_ok-20251203-160835,3,3,2,11102,1798,postcondition_repair,1,PostCondFail,1
o4mini,o-NR__spec_t__mmu__rl2__lemma_core_mem_pm14-20251128-174245,3,3,2,11034,4123,postcondition_repair,1,PostCondFail,1
claude,o-AL__always_distributed_by_and-20251201-075024,3,3,2,11019,2609,postcondition_repair,1,PostCondFail,1
gpt5,o-IR__verus_extra__map_finite-20251127-125017,3,3,2,11003,5818,postcondition_repair,1,PostCondFail,1
claude,o-OS__util__page_ptr_util_u__va_4k_range_valid-20251202-155735,3,3,2,10990,2183,postcondition_repair,1,PostCondFail,1
claude,o-NR__extra__assert_maps_equal_contains_pair-20251201-125828,3,3,2,10968,2395,postcondition_repair,1,PostCondFail,1
claude-s4,o-NO__spec__cyclicbuffer__log_entry_alive_wrap_around_helper-20251203-142716,3,3,2,10946,2423,postcondition_repair,1,PostCondFail,1
claude-s4,o-NR__impl_u__os_refinement__monotonic_candidate_mapping_overlaps_existing_vmem-20251203-194519,3,3,2,10920,2115,postcondition_repair,1,PostCondFail,1
gpt5,o-NO__spec__unbounded_log_refines_simplelog__state_at_version_refines-20251127-073129,3,3,2,10918,7005,postcondition_repair,1,PostCondFail,1
claude,o-IR__verus_extra__lemma_seq_fold_left_sum_len_int_positive-20251201-113308,3,3,2,10895,2237,postcondition_repair,1,PostCondFail,1
claude-s4,o-AL__init_invariant_rec-20251203-115751,3,3,2,10874,2078,postcondition_repair,1,PostCondFail,1
claude,o-AL__always_p_is_stable-20251201-080500,3,3,2,10850,2339,postcondition_repair,1,PostCondFail,1
claude,o-IR__verus_extra__lemma_seq_fold_left_append_len_int-20251201-110521,3,3,2,10788,2409,postcondition_repair,1,PostCondFail,1
gpt5,o-MA__bin_sizes__result_sbin_idx_smallest_sbin_fitting_size-20251127-164806,3,3,2,10763,13039,postcondition_repair,1,PostCondFail,1
claude-s4,o-AL__always_double-20251203-104751,3,3,2,10750,1670,postcondition_repair,1,PostCondFail,1
gpt5,o-NO__spec__linearization__trick_equiv-20251127-045806,3,3,2,10739,12631,postcondition_repair,1,PostCondFail,1
o4mini,o-NO__spec__unbounded_log__compute_nrstate_at_version_preserves-20251127-103148,3,3,2,10733,7615,postcondition_repair,1,PostCondFail,1
gpt5,o-MA__bin_sizes__result_sbin_bounds-20251127-164408,3,3,2,10703,13180,postcondition_repair,1,PostCondFail,1
gpt5,o-NR__spec_t__mmu__pt_mem__impl0__lemma_write_seq_idle-20251128-122509,3,3,2,10695,5952,postcondition_repair,1,PostCondFail,1
o4mini,o-MA__layout__block_size_ge_word-20251127-032031,3,3,2,10682,4989,postcondition_repair,1,PostCondFail,1
claude,o-NR__spec_t__mmu__translation__lemma_bit_indices_less_512-20251201-212812,3,3,2,10636,2848,postcondition_repair,1,PostCondFail,1
claude-s4,o-NO__spec__cyclicbuffer__log_entry_alive_value_wrap_around-20251203-142646,3,3,2,10621,1818,postcondition_repair,1,PostCondFail,1
o4mini,o-ST__pmemutil_L_wherevernooutstandingwritespersistentmemoryviewcanonlycrashascommitted-20251129-053743,3,3,2,10608,7158,postcondition_repair,1,PostCondFail,1
claude-s4,o-IR__single_delivery_state_v__impl1__insert-20251203-143657,3,3,2,10605,2017,postcondition_repair,1,PostCondFail,1
claude-s4,o-NR__spec_t__mmu__translation__lemma_bit_indices_less_512-20251203-185644,3,3,2,10572,2434,postcondition_repair,1,PostCondFail,1
claude-s4,o-AL__always_lift_state_unfold-20251203-110050,3,3,2,10562,2032,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__always_tla_forall_apply-20251126-171520,3,3,2,10554,8988,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__leads_to_rank_step_one_help-20251126-204752,3,3,2,10552,7671,postcondition_repair,1,PostCondFail,1
claude-s4,o-MA__layout__block_start_at_diff-20251203-130844,3,3,2,10532,2700,postcondition_repair,1,PostCondFail,1
o4mini,o-MA__pigeonhole__nat_set_size-20251127-051424,3,3,2,10528,7045,postcondition_repair,1,PostCondFail,1
claude-s4,o-MA__layout__mul_mod_right-20251203-134327,3,3,2,10508,1559,postcondition_repair,1,PostCondFail,1
claude-s4,o-MA__bin_sizes__pow2_positive-20251203-171747,3,3,2,10479,1873,postcondition_repair,1,PostCondFail,1
claude-s4,o-AL__always_to_current-20251203-111735,3,3,2,10455,1994,postcondition_repair,1,PostCondFail,1
claude,o-NR__extra__leq_add_aligned_less-20251201-130017,3,3,2,10454,2213,postcondition_repair,1,PostCondFail,1
claude-s4,o-AL__seq_equal_preserved_by_add_prefix-20251202-195256,3,3,2,10447,1842,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__init_invariant-20251126-191630,3,3,2,10435,14071,postcondition_repair,1,PostCondFail,1
claude,o-AL__seq_equal_preserved_by_add-20251130-172856,3,3,2,10401,2256,postcondition_repair,1,PostCondFail,1
gpt5,o-NO__spec__unbounded_log__LogRangeNoNodeId_append_other-20251127-065117,3,3,2,10399,12224,postcondition_repair,1,PostCondFail,1
claude,o-NO__spec__utils__int_mod_less_than_same-20251201-123843,3,3,2,10369,1775,postcondition_repair,1,PostCondFail,1
claude,o-AL__seq_unequal_preserved_by_add-20251130-174811,3,3,2,10358,2138,postcondition_repair,1,PostCondFail,1
o4mini,o-VE__regular__repetition__impl1__lemma_spec_parse_err_unrecoverable-20251129-123043,3,3,2,10333,8108,postcondition_repair,1,PostCondFail,1
gpt5,o-MA__commit_mask__impl__create_empty-20251127-191846,3,3,2,10332,17643,postcondition_repair,1,PostCondFail,1
claude,o-NO__spec__cyclicbuffer__log_entry_alive_wrap_around_helper-20251201-120412,3,3,2,10324,2559,postcondition_repair,1,PostCondFail,1
gpt5,o-IR__verus_extra__map_fold_ok-20251127-125357,3,3,2,10314,5555,postcondition_repair,1,PostCondFail,1
o4mini,o-ST__pmemutil_L_if_no_outstanding_writes_then_flush_is_idempotent-20251130-022923,3,3,2,10290,4963,postcondition_repair,1,PostCondFail,1
claude,o-MA__layout__block_start_at_diff-20251201-101454,3,3,2,10267,3145,postcondition_repair,1,PostCondFail,1
o4mini,o-AL__p_and_always_p_equals_always_p-20251125-195530,3,3,2,10266,8328,postcondition_repair,1,PostCondFail,1
claude,o-AL__not_eventually_by_always_not-20251130-171615,3,3,2,10244,2607,postcondition_repair,1,PostCondFail,1
claude-s4,o-IR__marshal_v__impl1__lemma_serialization_is_not_a_prefix_of-20251203-114845,3,3,2,10242,1703,postcondition_repair,1,PostCondFail,1
gpt5,o-ST__pmemutil_L_if_no_outstanding_writes_then_flush_is_idempotent-20251130-074552,3,3,2,10240,6677,postcondition_repair,1,PostCondFail,1
o4mini,o-MA__bin_sizes__result_sbin-20251127-174219,3,3,2,10231,7013,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__always_implies_forall_intro-20251126-163402,3,3,2,10204,7467,postcondition_repair,1,PostCondFail,1
claude,o-AL__seq_equal_preserved_by_add_prefix-20251130-172934,3,3,2,10196,2559,postcondition_repair,1,PostCondFail,1
gpt5,o-NR__spec_t__mmu__defs__x86_arch_exec-20251128-105604,3,3,2,10193,8827,postcondition_repair,1,PostCondFail,1
claude-s4,o-IR__verus_extra__set_map_union_auto-20251203-161122,3,3,2,10160,1736,postcondition_repair,1,PostCondFail,1
claude,o-IR__marshal_v__impl1__lemma_serialize_injective-20251201-063530,3,3,2,10155,2228,postcondition_repair,1,PostCondFail,1
claude-s4,o-IR__verus_extra__map_fold_finite-20251203-160802,3,3,2,10137,1737,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__p_leads_to_q_is_stable-20251125-183932,3,3,2,10131,6632,postcondition_repair,1,PostCondFail,1
claude,o-NR__impl_u__os_refinement__monotonic_candidate_mapping_overlaps_existing_vmem-20251201-161026,3,3,2,10130,2496,postcondition_repair,1,PostCondFail,1
gpt5,o-MA__pigeonhole__nat_set_size-20251127-024031,3,3,2,10129,7284,postcondition_repair,1,PostCondFail,1
gpt5,o-VE__properties__SecureSpecBombinator__corollary_serialize_injective_contraposition-20251129-145016,3,3,2,10127,11400,postcondition_repair,1,PostCondFail,1
o4mini,o-AL__implies_apply_with_always-20251126-224847,3,3,2,10112,6629,postcondition_repair,1,PostCondFail,1
claude,o-AL__always_propagate_forwards-20251201-081854,3,3,2,10027,2559,postcondition_repair,1,PostCondFail,1
gpt5,o-NO__spec__unbounded_log__combiner_request_ids_finite-20251127-065541,3,3,2,10021,8304,postcondition_repair,1,PostCondFail,1
o4mini,o-NO__spec__utils__seq_to_set_is_finite-20251127-111714,3,3,2,10007,8339,postcondition_repair,1,PostCondFail,1
claude,o-AL__always_double-20251201-075112,3,3,2,10006,1994,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__leads_to_exists_intro-20251126-202904,3,3,2,9992,8322,postcondition_repair,1,PostCondFail,1
o4mini,o-AL__init_invariant_rec-20251126-231202,3,3,2,9977,8438,postcondition_repair,1,PostCondFail,1
gpt5,o-NO__spec__linearization__state_at_version_preserves-20251127-045527,3,3,2,9930,8956,postcondition_repair,1,PostCondFail,1
claude,o-AL__execution_equality-20251201-085749,3,3,2,9910,2471,postcondition_repair,1,PostCondFail,1
claude-s4,o-AL__implies_apply_with_always-20251203-115238,3,3,2,9892,2201,postcondition_repair,1,PostCondFail,1
gpt5,o-ST__pmemutil_L_wherevernooutstandingwritespersistentmemoryviewcanonlycrashascommitted-20251129-082542,3,3,2,9887,8304,postcondition_repair,1,PostCondFail,1
gpt5,o-MA__bin_sizes__leading_zeros_powers_of_2-20251127-152539,3,3,2,9830,10792,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__always_weaken-20251126-173116,3,3,2,9829,10841,postcondition_repair,1,PostCondFail,1
o4mini,o-NO__spec__utils__seq_to_set_equal_rec-20251127-111603,3,3,2,9826,6582,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__always_p_or_eventually_q_rec-20251126-170911,3,3,2,9814,11685,postcondition_repair,1,PostCondFail,1
o4mini,o-MA__bin_sizes__result_sbin_bounds-20251127-174323,3,3,2,9784,6347,postcondition_repair,1,PostCondFail,1
claude,o-NR__spec_t__mmu__defs__MAX_PHYADDR-20251202-001214,3,3,2,9751,2434,arithmetic_overflow_repair,1,ArithmeticFlow,1
gpt5,o-NO__spec__unbounded_log__compute_nrstate_at_version_preserves-20251127-070701,3,3,2,9747,9442,postcondition_repair,1,PostCondFail,1
claude,o-MA__layout__mod_trans-20251201-105032,3,3,2,9746,2396,postcondition_repair,1,PostCondFail,1
claude-s4,o-MA__bin_sizes__leading_zeros_between-20251203-170736,3,3,2,9726,2338,postcondition_repair,1,PostCondFail,1
o4mini,o-AL__entails_preserved_by_always-20251126-221742,3,3,2,9713,8198,postcondition_repair,1,PostCondFail,1
gpt5,o-NO__exec__utils__rids_match_add_rid-20251127-040741,3,3,2,9703,11086,postcondition_repair,1,PostCondFail,1
gpt5,o-NO__exec__utils__rids_match_add_none-20251127-040350,3,3,2,9699,10574,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__entails_implies_leads_to-20251126-185353,3,3,2,9664,7800,postcondition_repair,1,PostCondFail,1
claude-s4,o-MA__bin_sizes__div2-20251203-164545,3,3,2,9641,1510,postcondition_repair,1,PostCondFail,1
claude-s4,o-MA__bin_sizes__lemma_div_by_multiple-20251203-171130,3,3,2,9623,1338,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__always_lift_state_unfold-20251126-170452,3,3,2,9539,6268,postcondition_repair,1,PostCondFail,1
o4mini,o-AL__leads_to_rank_step_one-20251127-013233,3,3,2,9487,6816,postcondition_repair,1,PostCondFail,1
claude-s4,o-MA__bin_sizes__mul_assoc-20251203-171157,3,3,2,9482,1768,postcondition_repair,1,PostCondFail,1
claude-s4,o-AL__true_pred_on_seq_implies_true_pred_on_filtered_seq-20251203-013651,3,3,2,9479,1946,postcondition_repair,1,PostCondFail,1
claude-s4,o-IR__verus_extra__map_set_finite_auto-20251203-160911,3,3,2,9467,1839,postcondition_repair,1,PostCondFail,1
o4mini,o-NR__definitions_u__lemma_new_seq-20251127-120230,3,3,2,9466,5806,postcondition_repair,1,PostCondFail,1
gpt5,o-ST__pmemutil_L_ifnooutstandingwritesthenpersistentmemoryviewcanonlycrashascommitted-20251129-075601,3,3,2,9454,8812,postcondition_repair,1,PostCondFail,1
claude-s4,o-IR__marshal_v__impl4__lemma_view_equal_symmetric-20251203-130123,3,3,2,9442,1773,postcondition_repair,1,PostCondFail,1
gpt5,o-MA__layout__get_block_start_from_is_block_ptr-20251126-234905,3,3,2,9430,3858,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__always_lift_action_unfold-20251126-170247,3,3,2,9415,6280,postcondition_repair,1,PostCondFail,1
o4mini,o-MA__layout__get_block_start_from_is_block_ptr-20251127-032344,3,3,2,9409,3076,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__always_propagate_forwards-20251126-171232,3,3,2,9380,10369,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__leads_to_weaken-20251125-174439,3,3,2,9361,6246,postcondition_repair,1,PostCondFail,1
gpt5,o-MA__bin_sizes__pow2_positive-20251127-154607,3,3,2,9348,5402,postcondition_repair,1,PostCondFail,1
claude-s4,o-AL__seq_unequal_preserved_by_add_auto-20251202-204720,3,3,2,9344,1599,postcondition_repair,1,PostCondFail,1
claude,o-MA__bin_sizes__pow2_positive-20251201-125324,3,3,2,9317,2027,postcondition_repair,1,PostCondFail,1
gpt5,o-IR__marshal_v__impl5__lemma_same_views_serialize_the_same-20251127-021535,3,3,2,9303,9303,postcondition_repair,1,PostCondFail,1
claude,o-MA__bin_sizes__div2-20251201-122554,3,3,2,9303,2256,postcondition_repair,1,PostCondFail,1
claude,o-NO__spec__cyclicbuffer__log_entry_alive_value_wrap_around-20251201-120324,3,3,2,9299,3066,postcondition_repair,1,PostCondFail,1
claude,o-IR__single_delivery_state_v__impl1__insert-20251201-102014,3,3,2,9273,2053,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__leads_to_by_borrowing_inv-20251126-202343,3,3,2,9268,14056,postcondition_repair,1,PostCondFail,1
gpt5,o-VE__properties__SecureSpecBombinator__corollary_parse_surjective-20251129-144551,3,3,2,9213,6155,postcondition_repair,1,PostCondFail,1
claude-s4,o-MA__layout__sub_distribute-20251203-134502,3,3,2,9212,1296,postcondition_repair,1,PostCondFail,1
gpt5,o-NR__spec_t__mmu__rl2__lemma_indexing_bits_match_len_decrease-20251128-140937,3,3,2,9204,7619,postcondition_repair,1,PostCondFail,1
claude-s4,o-NO__spec__utils__int_mod_less_than_same-20251203-144819,3,3,2,9200,1498,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__execution_equality-20251126-190056,3,3,2,9198,5285,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__leads_to_rank_step_one-20251126-204658,3,3,2,9163,3167,postcondition_repair,1,PostCondFail,1
o4mini,o-AL__seq_filter_is_a_subset_of_original_seq-20251125-201734,3,3,2,9156,6370,postcondition_repair,1,PostCondFail,1
gpt5,o-NR__extra__mod_mult_zero_implies_mod_zero-20251127-102957,3,3,2,9150,7552,postcondition_repair,1,PostCondFail,1
